row,sampled,bucket,path,kind,literal,context,classification,reason
484,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""bolt-v3 entry decision evidence instrument_id mismatch""","""bolt-v3 entry decision evidence instrument_id mismatch""",decision_evidence_error_template,"This is a fail-closed diagnostic for mismatched decision evidence provenance, not an operator runtime value."
485,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""bolt-v3 entry decision evidence order_side mismatch""","""bolt-v3 entry decision evidence order_side mismatch""",decision_evidence_error_template,"This is a fail-closed diagnostic for mismatched decision evidence provenance, not an operator runtime value."
486,no,NO_POLICY_TERM,src/bolt_v3_decision_evidence.rs,string,"""bolt-v3 entry decision evidence price mismatch""","return Err(anyhow!(""bolt-v3 entry decision evidence price mismatch""));",decision_evidence_error_template,"This is a fail-closed diagnostic for mismatched decision evidence provenance, not an operator runtime value."
487,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_decision_evidence.rs,string,"""bolt-v3 entry decision evidence quantity mismatch""","return Err(anyhow!(""bolt-v3 entry decision evidence quantity mismatch""));",decision_evidence_error_template,"This is a fail-closed diagnostic for mismatched decision evidence provenance, not an operator runtime value."
488,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/main.rs,string,"""path""","""path"": &written.path,",operator_artifact_cli_summary_field,This names the CLI JSON summary path field for generated artifacts; the value is evidence output metadata.
489,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/main.rs,string,"""sha256""","""sha256"": &written.sha256,",operator_artifact_cli_summary_field,This names the CLI JSON summary SHA-256 field for generated artifacts; the value is evidence output metadata.
490,yes,NO_POLICY_TERM,src/bolt_v3_config.rs,string,"""pyth""","""pyth"",",gate_provider_kind_schema_label,This schema vocabulary label identifies a supported gate provider kind; runtime source values remain TOML or metadata owned.
491,no,NO_POLICY_TERM,src/bolt_v3_config.rs,string,"""exchange_index""","""exchange_index"",",gate_provider_kind_schema_label,This schema vocabulary label identifies a supported gate provider kind; runtime source values remain TOML or metadata owned.
492,no,NO_POLICY_TERM,src/bolt_v3_config.rs,string,"""venue_native""","""venue_native"",",gate_provider_kind_schema_label,This schema vocabulary label identifies a supported gate provider kind; runtime source values remain TOML or metadata owned.
493,no,NO_POLICY_TERM,src/bolt_v3_config.rs,string,"""hyperliquid_hip4""","""hyperliquid_hip4"",",gate_provider_kind_schema_label,This schema vocabulary label identifies a supported gate provider kind; runtime source values remain TOML or metadata owned.
494,no,NO_POLICY_TERM,src/bolt_v3_config.rs,string,"""deribit_index""","""deribit_index"",",gate_provider_kind_schema_label,This schema vocabulary label identifies a supported gate provider kind; runtime source values remain TOML or metadata owned.
495,no,NO_POLICY_TERM,src/bolt_v3_config.rs,string,"""outcome_oracle""","""outcome_oracle"",",gate_provider_kind_schema_label,This schema vocabulary label identifies a supported gate provider kind; runtime source values remain TOML or metadata owned.
496,yes,NO_POLICY_TERM,src/bolt_v3_config.rs,string,"""test_double""","pub const TEST_DOUBLE_PROVIDER_KIND: &str = ""test_double"";",test_only_gate_provider_kind_schema_label,This schema vocabulary label identifies the test-only provider kind and is rejected in live/local operator TOML.
497,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_config.rs,string,"""resolution_value""","&[""resolution_value"", ""reference_value"", ""market_metadata""];",gate_provider_capability_schema_label,"This schema vocabulary label identifies a semantic provider capability, not a runtime source value."
498,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_config.rs,string,"""reference_value""","&[""resolution_value"", ""reference_value"", ""market_metadata""];",gate_provider_capability_schema_label,"This schema vocabulary label identifies a semantic provider capability, not a runtime source value."
499,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_config.rs,string,"""market_metadata""","&[""resolution_value"", ""reference_value"", ""market_metadata""];",gate_provider_capability_schema_label,"This schema vocabulary label identifies a semantic provider capability, not a runtime source value."
500,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_config.rs,string,"""resolution""","pub const RESOLUTION_GATE_ROLE: &str = ""resolution"";",gate_role_schema_label,This schema vocabulary label identifies a provider-neutral gate role declared by strategy archetypes.
501,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_config.rs,string,"""decision_reference""","pub const DECISION_REFERENCE_GATE_ROLE: &str = ""decision_reference"";",gate_role_schema_label,This schema vocabulary label identifies a provider-neutral gate role declared by strategy archetypes.
502,yes,NO_POLICY_TERM,src/bolt_v3_config.rs,string,"""price""","pub const PRICE_GATE_VALUE_KIND: &str = ""price"";",gate_value_kind_schema_label,This schema vocabulary label identifies a normalized gate value kind; actual values are evidence or metadata owned.
503,no,NO_POLICY_TERM,src/bolt_v3_config.rs,string,"""index""","""index"",",gate_value_kind_schema_label,This schema vocabulary label identifies a normalized gate value kind; actual values are evidence or metadata owned.
504,no,NO_POLICY_TERM,src/bolt_v3_config.rs,string,"""outcome""","""outcome"",",gate_value_kind_schema_label,This schema vocabulary label identifies a normalized gate value kind; actual values are evidence or metadata owned.
505,no,NO_POLICY_TERM,src/bolt_v3_config.rs,string,"""metadata""","""metadata"",",gate_value_kind_schema_label,This schema vocabulary label identifies a normalized gate value kind; actual values are evidence or metadata owned.
506,yes,NO_POLICY_TERM,src/bolt_v3_config.rs,string,"""none""","pub const NO_RESOLUTION_VALUE_KIND: &str = ""none"";",gate_no_resolution_schema_label,This schema vocabulary label names the no-resolution value-kind sentinel.
507,no,NO_POLICY_TERM,src/bolt_v3_config.rs,string,"""no_resolution""","pub const NO_RESOLUTION_KIND: &str = ""no_resolution"";",gate_no_resolution_schema_label,This schema vocabulary label names the no-resolution mechanism sentinel.
508,yes,NO_POLICY_TERM,src/bolt_v3_config.rs,string,"""ssm_credential_parameter""","pub const SSM_CREDENTIAL_PARAMETER_FIELD: &str = ""ssm_credential_parameter"";",gate_provider_secret_schema_field,This schema field name points to the SSM parameter reference; secret values remain SSM-owned.
509,yes,NO_POLICY_TERM,src/bolt_v3_validate.rs,string,"""ssm_credential_parameter""","const CHAINLINK_DATA_STREAMS_OLD_SSM_CREDENTIAL_PARAMETER_FIELD: &str = ""ssm_credential_parameter"";",chainlink_data_streams_legacy_toml_field,This legacy field name is kept only so validation can fail closed with migration guidance.
510,yes,NO_POLICY_TERM,src/bolt_v3_validate.rs,number,0,.then(|| values[0].as_str()),target_gate_single_provider_selection,This indexes the only allowed provider id after a len==1 guard when validating TOML-owned target gate mappings.
511,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_validate.rs,number,1,1 => {},chainlink_feed_binding_cardinality,This is the exact one matching Chainlink feed binding required for each configured target gate mapping.
512,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_validate.rs,number,0,"None => 0,",chainlink_feed_binding_cardinality,This is the zero matching feed-binding count for a TOML-owned Chainlink mapping when no binding key is present.
513,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_validate.rs,number,0,.is_some_and(|max_bytes| max_bytes == 0),positive_integer_validation_zero_floor,This is the zero floor for the TOML-owned decision-evidence recovery read cap; zero is rejected before startup recovery can use it.
514,yes,NO_POLICY_TERM,src/bolt_v3_validate.rs,string,"""allowed_provider_ids""","const TARGET_ALLOWED_PROVIDER_IDS_FIELD: &str = ""allowed_provider_ids"";",target_gate_schema_field,This names the provider-neutral target gate schema field; provider id values remain TOML-owned.
515,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_validate.rs,string,"""gate_subscriptions""","const TARGET_GATE_SUBSCRIPTIONS_FIELD: &str = ""gate_subscriptions"";",target_gate_schema_field,This names the provider-neutral target gate subscription table in strategy TOML.
516,no,NO_POLICY_TERM,src/bolt_v3_validate.rs,string,"""market_mappings""","const TARGET_MARKET_MAPPINGS_FIELD: &str = ""market_mappings"";",target_gate_schema_field,This names the target gate market mapping table; mapping values remain TOML-owned.
517,no,NO_POLICY_TERM,src/bolt_v3_validate.rs,string,"""provider_id""","const TARGET_PROVIDER_ID_FIELD: &str = ""provider_id"";",target_gate_schema_field,This names the selected provider id schema key; provider id values remain TOML-owned.
518,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_validate.rs,string,"""provider_preference""","const TARGET_PROVIDER_PREFERENCE_FIELD: &str = ""provider_preference"";",target_gate_schema_field,This names the target gate provider preference field; provider ordering remains TOML-owned.
519,no,NO_POLICY_TERM,src/bolt_v3_validate.rs,string,"""resolution_kind""","const TARGET_RESOLUTION_KIND_FIELD: &str = ""resolution_kind"";",target_gate_schema_field,This names the target gate mapping provider-kind field; values remain TOML-owned.
520,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_validate.rs,string,"""gate_providers.{provider_id}.chainlink_data_streams.{CHAINLINK_DATA_STREAMS_FEED_BINDINGS_FIELD}[{index}]""","""gate_providers.{provider_id}.chainlink_data_streams.{CHAINLINK_DATA_STREAMS_FEED_BINDINGS_FIELD}[{index}]""",chainlink_data_streams_validation_context_template,This diagnostic context points to the TOML-owned Chainlink feed binding row being validated.
521,no,NO_POLICY_TERM,src/bolt_v3_validate.rs,string,"""{context}.chainlink_data_streams.{CHAINLINK_DATA_STREAMS_REST_BASE_URL_FIELD}""","""{context}.chainlink_data_streams.{CHAINLINK_DATA_STREAMS_REST_BASE_URL_FIELD}""",chainlink_data_streams_validation_context_template,Diagnostic field path for the gate-provider rest_base_url https-scheme check (shared validate_https_rest_base_url helper); the URL value remains TOML-owned.
522,no,NO_POLICY_TERM,src/bolt_v3_validate.rs,string,"""{context}.chainlink_data_streams.{CHAINLINK_DATA_STREAMS_REPORT_ENDPOINT_PATH_FIELD}""","""{context}.chainlink_data_streams.{CHAINLINK_DATA_STREAMS_REPORT_ENDPOINT_PATH_FIELD}""",chainlink_data_streams_validation_context_template,Diagnostic field path for the gate-provider report_endpoint_path resolver check (shared validate_chainlink_report_endpoint_path helper); the path value remains TOML-owned.
523,no,NO_POLICY_TERM,src/bolt_v3_providers/chainlink/auth.rs,string,"""https""","if url.scheme() != ""https"" {",url_scheme_validation_literal,"Defense-in-depth transport-scheme guard in the signed report-request URL builder; refuses to build a credentialed request over any non-https resolved URL. The scheme is a protocol constant, not a TOML value."
524,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_validate.rs,string,"""{strategy_context}: target.{TARGET_GATE_SUBSCRIPTIONS_FIELD}.{role}.{TARGET_MARKET_MAPPINGS_FIELD}[{index}]""","""{strategy_context}: target.{TARGET_GATE_SUBSCRIPTIONS_FIELD}.{role}.{TARGET_MARKET_MAPPINGS_FIELD}[{index}]""",target_gate_validation_context_template,This diagnostic context points to the TOML-owned target gate market mapping row being validated.
525,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_market_families/updown.rs,string,"""provider capability""","""provider capability""",target_gate_validation_diagnostic_label,This diagnostic label distinguishes provider capabilities from gate roles during target validation.
526,yes,NO_POLICY_TERM,src/bolt_v3_market_families/updown.rs,string,"""{subscription_path} uses a single static provider for a rotating market; add market_mappings or provider_kind rotation metadata""","""{subscription_path} uses a single static provider for a rotating market; add market_mappings or provider_kind rotation metadata""",target_gate_validation_diagnostic_template,This validation diagnostic rejects static-provider wiring for rotating markets; it is not a runtime source value.
527,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_archetypes/binary_oracle_edge_taker.rs,number,0,.filter(|value| *value != 0),gate_provider_freshness_positive_guard,This rejects a zero max-age freshness policy while deriving the temporary taker runtime bridge from TOML-owned gate provider config.
528,no,NO_POLICY_TERM,src/bolt_v3_archetypes/binary_oracle_edge_taker.rs,number,0,.then(|| provider_ids[0].as_str()),target_gate_single_provider_selection,This indexes the only allowed provider id after a len==1 guard when selecting a TOML-owned gate provider for the temporary runtime bridge.
529,no,NO_POLICY_TERM,src/bolt_v3_archetypes/binary_oracle_edge_taker.rs,string,"""allowed_provider_ids""",".get(""allowed_provider_ids"")",target_gate_schema_field,This reads a provider-neutral target gate schema field; the configured provider ids remain TOML-owned.
530,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_archetypes/binary_oracle_edge_taker.rs,string,"""gate_subscriptions""",".and_then(|target| target.get(""gate_subscriptions""))",target_gate_schema_field,This reads the provider-neutral target gate subscription schema table from strategy TOML.
531,no,NO_POLICY_TERM,src/bolt_v3_archetypes/binary_oracle_edge_taker.rs,string,"""market_mappings""",".get(""market_mappings"")",target_gate_schema_field,This reads config-owned target gate market mappings; mapping values remain TOML-owned.
532,no,NO_POLICY_TERM,src/bolt_v3_archetypes/binary_oracle_edge_taker.rs,string,"""provider_id""",".get(""provider_id"")",target_gate_schema_field,This reads the selected target gate provider id key; provider id values remain TOML-owned.
533,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_archetypes/binary_oracle_edge_taker.rs,string,"""provider_preference""",".get(""provider_preference"")",target_gate_schema_field,This reads provider preference ordering from target gate TOML; provider ids remain TOML-owned.
534,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_archetypes/binary_oracle_edge_taker.rs,string,"""resolution_identity""","required_resolution_mapping_string(strategy_instance_id, mapping, ""resolution_identity"")?;",target_gate_schema_field,This reads the target gate resolution identity schema field; the identity value remains TOML-owned.
535,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_archetypes/binary_oracle_edge_taker.rs,string,"""resolution_identity""","required_resolution_mapping_string(strategy_instance_id, mapping, ""resolution_identity"")?",target_gate_schema_field,This reads the decision-reference target gate resolution identity schema field; the identity value remains TOML-owned.
536,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_archetypes/binary_oracle_edge_taker.rs,string,"""resolution_kind""","required_resolution_mapping_string(strategy_instance_id, mapping, ""resolution_kind"")?;",target_gate_schema_field,This reads a target gate mapping schema field before deriving the temporary runtime source identity.
537,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/balance_allowance_cache.rs,string,"""/balance-allowance/update""","const CLOB_V2_BALANCE_ALLOWANCE_UPDATE_PATH: &str = ""/balance-allowance/update"";",polymarket_clob_api_path,"This is the fixed Polymarket CLOB REST API path for authenticated balance/allowance cache updates, not an operator-configured venue value."
538,yes,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/balance_allowance_cache.rs,string,"""POLY_ADDRESS""","(""POLY_ADDRESS"".to_string(), address.to_string()),",polymarket_l2_auth_header_name,This is the fixed Polymarket L2 authentication header name; the header value is derived from SSM-resolved credentials and configured funder state.
539,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/polymarket/balance_allowance_cache.rs,string,"""POLY_SIGNATURE""","(""POLY_SIGNATURE"".to_string(), signature),",polymarket_l2_auth_header_name,This is the fixed Polymarket L2 authentication header name; the signature value is generated from SSM-resolved credentials for the approved cache-sync request.
540,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/polymarket/balance_allowance_cache.rs,string,"""POLY_TIMESTAMP""","(""POLY_TIMESTAMP"".to_string(), timestamp),",polymarket_l2_auth_header_name,This is the fixed Polymarket L2 authentication header name; the timestamp value is generated at request time.
541,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/balance_allowance_cache.rs,string,"""POLY_API_KEY""","(""POLY_API_KEY"".to_string(), credential.api_key().to_string()),",polymarket_l2_auth_header_name,This is the fixed Polymarket L2 authentication header name; the API key value is resolved from SSM and is not logged.
542,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/balance_allowance_cache.rs,string,"""POLY_PASSPHRASE""","""POLY_PASSPHRASE"".to_string(),",polymarket_l2_auth_header_name,This is the fixed Polymarket L2 authentication header name; the passphrase value is resolved from SSM and is not logged.
543,yes,NO_POLICY_TERM,src/main.rs,string,"""clob_v2_balance_allowance_cache_sync_completed""","""clob_v2_balance_allowance_cache_sync_completed"";",operator_artifact_cli_output_schema,This is the redacted CLI output field reporting that the approved Polymarket cache-sync request completed.
544,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/main.rs,string,"""execution_client_id""","const CLOB_V2_CACHE_SYNC_EXECUTION_CLIENT_OUTPUT_FIELD: &str = ""execution_client_id"";",operator_artifact_cli_output_schema,This is the redacted CLI output field naming the configured execution client selected from TOML.
545,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/main.rs,string,"""request_path""","const CLOB_V2_CACHE_SYNC_REQUEST_PATH_OUTPUT_FIELD: &str = ""request_path"";",operator_artifact_cli_output_schema,This is the redacted CLI output field naming the fixed Polymarket cache-sync API path.
546,no,NO_POLICY_TERM,src/main.rs,string,"""base_url_http_sha256""","const CLOB_V2_CACHE_SYNC_BASE_URL_HTTP_SHA256_OUTPUT_FIELD: &str = ""base_url_http_sha256"";",operator_artifact_cli_output_schema,This is the redacted CLI output field for the hash of the configured Polymarket HTTP base URL.
547,no,NO_POLICY_TERM,src/main.rs,string,"""kill_switch_store_init_completed""","const KILL_SWITCH_STORE_INIT_COMPLETED_OUTPUT_FIELD: &str = ""kill_switch_store_init_completed"";",operator_artifact_cli_output_schema,This is the redacted CLI output field reporting that the kill-switch initial Armed store bootstrap completed.
548,no,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/main.rs,string,"""state_path""","const KILL_SWITCH_STORE_INIT_STATE_PATH_OUTPUT_FIELD: &str = ""state_path"";",operator_artifact_cli_output_schema,This is the redacted CLI output field naming the configured kill-switch state_path that was initialized.
549,yes,NO_POLICY_TERM,src/main.rs,string,"""{}""","println!(""{}"", serde_json::to_string_pretty(&output)?);",operator_artifact_cli_output_format,This is the CLI print format string for already-serialized redacted operator JSON output; no runtime value is hardcoded.
550,yes,NO_POLICY_TERM,src/bolt_v3_providers/polymarket.rs,string,"""http://""","if !on_chain.rpc_url.starts_with(""http://"") && !on_chain.rpc_url.starts_with(""https://"") {",url_scheme_validation,This is the allowed public HTTP URL scheme for the configured read-only Polygon RPC endpoint.
551,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket.rs,string,"""https://""","if !on_chain.rpc_url.starts_with(""http://"") && !on_chain.rpc_url.starts_with(""https://"") {",url_scheme_validation,This is the allowed public HTTPS URL scheme for the configured read-only Polygon RPC endpoint.
552,yes,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,string,"""2.0""","const ON_CHAIN_COLLATERAL_JSON_RPC_VERSION: &str = ""2.0"";",json_rpc_protocol_constant,This is the JSON-RPC protocol version field required by Ethereum-compatible RPC endpoints.
553,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,string,"""eth_call""","const ON_CHAIN_COLLATERAL_JSON_RPC_ETH_CALL_METHOD: &str = ""eth_call"";",json_rpc_protocol_constant,This is the Ethereum JSON-RPC method for read-only contract calls.
554,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,string,"""latest""","const ON_CHAIN_COLLATERAL_JSON_RPC_LATEST_BLOCK: &str = ""latest"";",json_rpc_protocol_constant,This is the JSON-RPC block tag used for current read-only on-chain state.
555,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,1,const ON_CHAIN_COLLATERAL_JSON_RPC_ID: u64 = 1;,json_rpc_protocol_constant,This is a fixed request id for one-shot JSON-RPC calls where correlation is local to the request.
556,yes,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,string,"""Content-Type""","const ON_CHAIN_COLLATERAL_CONTENT_TYPE_HEADER: &str = ""Content-Type"";",http_protocol_header_name,This is the standard HTTP header name for the JSON-RPC request body media type.
557,yes,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,string,"""application/json""","const ON_CHAIN_COLLATERAL_CONTENT_TYPE_JSON: &str = ""application/json"";",http_protocol_media_type,This is the standard media type for JSON-RPC request bodies.
558,yes,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,string,"""balanceOf(address)""","const ON_CHAIN_COLLATERAL_BALANCE_OF_SIGNATURE: &str = ""balanceOf(address)"";",erc20_abi_signature,This is the ERC-20 balanceOf function signature; the selector is derived with keccak256 at runtime.
559,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,string,"""allowance(address,address)""","const ON_CHAIN_COLLATERAL_ALLOWANCE_SIGNATURE: &str = ""allowance(address,address)"";",erc20_abi_signature,This is the ERC-20 allowance function signature; the selector is derived with keccak256 at runtime.
560,yes,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,string,"""0x""","const ON_CHAIN_COLLATERAL_HEX_PREFIX: &str = ""0x"";",ethereum_hex_encoding,"This is the standard Ethereum hex-string prefix used for addresses, calldata, and RPC results."
561,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,64,const ON_CHAIN_COLLATERAL_EVM_WORD_HEX_LEN: usize = 64;,evm_abi_word_encoding,This is the 32-byte EVM ABI word width represented as 64 hex characters.
562,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,40,const ON_CHAIN_COLLATERAL_EVM_ADDRESS_HEX_LEN: usize = 40;,evm_address_encoding,This is the 20-byte EVM address width represented as 40 hex characters.
563,yes,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,string,"""jsonrpc""","""jsonrpc"": ON_CHAIN_COLLATERAL_JSON_RPC_VERSION,",json_rpc_protocol_field,This is the JSON-RPC request field name for the protocol version.
564,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,string,"""id""","""id"": ON_CHAIN_COLLATERAL_JSON_RPC_ID,",json_rpc_protocol_field,This is the JSON-RPC request field name for the request id.
565,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,string,"""method""","""method"": ON_CHAIN_COLLATERAL_JSON_RPC_ETH_CALL_METHOD,",json_rpc_protocol_field,This is the JSON-RPC request field name for the method.
566,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,string,"""params""","""params"": [",json_rpc_protocol_field,This is the JSON-RPC request field name for method parameters.
567,yes,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,string,"""data""","""data"": calldata,",ethereum_rpc_call_field,This is the Ethereum eth_call transaction object field for ABI calldata.
568,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,32,") -> Result<[u8; 32], BoltV3OperatorArtifactError> {",evm_abi_word_encoding,This is the byte width of a decoded EVM uint256 ABI word.
569,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,32,"fn parse_u256_word_hex(value: &str) -> Result<[u8; 32], BoltV3OperatorArtifactError> {",evm_abi_word_encoding,This is the byte width of a decoded EVM uint256 ABI word.
570,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,32,"fn u256_word_to_decimal_string(word: &[u8; 32], decimals: u32) -> String {",evm_abi_word_encoding,This is the byte width of a decoded EVM uint256 ABI word.
571,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,0_u8,let mut word = [0_u8; 32];,evm_abi_word_buffer_initialization,This initializes the fixed-size decoded EVM word buffer before copying validated bytes into it.
572,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,32,let mut word = [0_u8; 32];,evm_abi_word_encoding,This is the byte width of a decoded EVM uint256 ABI word.
573,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,0_u8,let mut digits = vec![0_u8];,decimal_string_conversion,This initializes the arbitrary-size base-10 digit accumulator at zero.
574,yes,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,256,let value = u32::from(*digit) * 256 + carry;,base256_integer_conversion,This converts the big-endian uint256 byte stream into a base-10 digit accumulator.
575,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,10,*digit = (value % 10) as u8;,decimal_string_conversion,This is the base-10 modulus used to emit decimal digits from the uint256 accumulator.
576,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,10,carry = value / 10;,decimal_string_conversion,This is the base-10 division used to carry decimal digits from the uint256 accumulator.
577,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,0,while carry != 0 {,decimal_string_conversion,This is the zero sentinel for exhausting carry during decimal string conversion.
578,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,10,digits.push((carry % 10) as u8);,decimal_string_conversion,This is the base-10 modulus used to append decimal digits from carry.
579,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,10,carry /= 10;,decimal_string_conversion,This is the base-10 division used to consume carry.
580,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,1,let mut padded = String::with_capacity(decimals + 1);,decimal_string_formatting,This reserves one leading zero before the decimal point for sub-unit values.
581,no,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,1,"padded.extend(std::iter::repeat_n('0', decimals + 1 - integer.len()));",decimal_string_formatting,This accounts for the leading integer zero before the decimal point for sub-unit values.
582,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,string,"""0""","let integer = if integer.is_empty() { ""0"" } else { integer };",decimal_string_normalization,This is the canonical textual zero used when normalizing arbitrary-size decimal strings.
583,yes,NO_POLICY_TERM,src/bolt_v3_providers/polymarket/collateral_accounting_source.rs,number,4,hex::encode(&keccak256(signature.as_bytes())[..4]),evm_abi_selector_encoding,EVM function selectors are the first four bytes of the keccak256 hash of the ABI signature.
584,yes,POLICY_TERM_CONFIG_OR_STRUCTURAL,src/bolt_v3_providers/binance.rs,string,"""Binance Spot WebSocket URL for NT subscribe_quotes""","""Binance Spot WebSocket URL for NT subscribe_quotes""",binance_data_client_validation_label,This is a provider-local validation label for Binance data-client URL diagnostics; the URL value remains TOML-owned.
585,no,NO_POLICY_TERM,src/bolt_v3_providers/binance.rs,string,"""Binance WebSocket URL""","""Binance WebSocket URL""",binance_data_client_validation_label,This is a provider-local validation label for Binance data-client URL diagnostics; the URL value remains TOML-owned.
586,yes,NO_POLICY_TERM,src/bolt_v3_providers/market_data.rs,string,"""BITMEX""","pub const BITMEX_KEY: &str = ""BITMEX"";",provider_adapter_registry_key,This is the provider adapter registry key used to dispatch configured clients to NT-backed adapters; it does not select a market or runtime target.
587,no,NO_POLICY_TERM,src/bolt_v3_providers/market_data.rs,string,"""BYBIT""","pub const BYBIT_KEY: &str = ""BYBIT"";",provider_adapter_registry_key,This is the provider adapter registry key used to dispatch configured clients to NT-backed adapters; it does not select a market or runtime target.
588,no,NO_POLICY_TERM,src/bolt_v3_providers/market_data.rs,string,"""COINBASE""","pub const COINBASE_KEY: &str = ""COINBASE"";",provider_adapter_registry_key,This is the provider adapter registry key used to dispatch configured clients to NT-backed adapters; it does not select a market or runtime target.
589,no,NO_POLICY_TERM,src/bolt_v3_providers/market_data.rs,string,"""DERIBIT""","pub const DERIBIT_KEY: &str = ""DERIBIT"";",provider_adapter_registry_key,This is the provider adapter registry key used to dispatch configured clients to NT-backed adapters; it does not select a market or runtime target.
